design,split,repeat,model,features,n_features,dropped_corr,vc_params
one_lag,grouped,1,M1_history_rf,lag1_incidence,1,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1146.3409507590973, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03687481034582822, ""vc_min"": 1.489840070396524e-06}"
one_lag,grouped,1,M1_history_gb,lag1_incidence,1,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1146.3409507590973, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03687481034582822, ""vc_min"": 1.489840070396524e-06}"
one_lag,grouped,1,M2_history_env_compact_rf,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log,9,NDWI_mean>NDVI_mean:0.934,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1146.3409507590973, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03687481034582822, ""vc_min"": 1.489840070396524e-06}"
one_lag,grouped,1,M2_history_env_compact_gb,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log,9,NDWI_mean>NDVI_mean:0.934,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1146.3409507590973, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03687481034582822, ""vc_min"": 1.489840070396524e-06}"
one_lag,grouped,1,M3_history_vc_rf,lag1_incidence|VC_norm|VC_lag|VC_change,4,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1146.3409507590973, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03687481034582822, ""vc_min"": 1.489840070396524e-06}"
one_lag,grouped,1,M3_history_vc_gb,lag1_incidence|VC_norm|VC_lag|VC_change,4,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1146.3409507590973, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03687481034582822, ""vc_min"": 1.489840070396524e-06}"
one_lag,grouped,1,M4_history_env_compact_vc_rf,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log|VC_norm|VC_lag|VC_change,12,NDWI_mean>NDVI_mean:0.934,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1146.3409507590973, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03687481034582822, ""vc_min"": 1.489840070396524e-06}"
one_lag,grouped,1,M4_history_env_compact_vc_gb,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log|VC_norm|VC_lag|VC_change,12,NDWI_mean>NDVI_mean:0.934,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1146.3409507590973, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03687481034582822, ""vc_min"": 1.489840070396524e-06}"
one_lag,grouped,1,M5_history_env_full_rf,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI,21,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1146.3409507590973, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03687481034582822, ""vc_min"": 1.489840070396524e-06}"
one_lag,grouped,1,M5_history_env_full_gb,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI,21,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1146.3409507590973, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03687481034582822, ""vc_min"": 1.489840070396524e-06}"
one_lag,grouped,1,M6_history_env_full_vc_rf,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI|VC_norm|VC_lag|VC_change,24,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1146.3409507590973, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03687481034582822, ""vc_min"": 1.489840070396524e-06}"
one_lag,grouped,1,M6_history_env_full_vc_gb,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI|VC_norm|VC_lag|VC_change,24,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1146.3409507590973, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03687481034582822, ""vc_min"": 1.489840070396524e-06}"
one_lag,grouped,2,M1_history_rf,lag1_incidence,1,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1166.6232610347047, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03672379923186852, ""vc_min"": 1.4898298072752177e-06}"
one_lag,grouped,2,M1_history_gb,lag1_incidence,1,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1166.6232610347047, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03672379923186852, ""vc_min"": 1.4898298072752177e-06}"
one_lag,grouped,2,M2_history_env_compact_rf,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log,9,NDWI_mean>NDVI_mean:0.911,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1166.6232610347047, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03672379923186852, ""vc_min"": 1.4898298072752177e-06}"
one_lag,grouped,2,M2_history_env_compact_gb,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log,9,NDWI_mean>NDVI_mean:0.911,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1166.6232610347047, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03672379923186852, ""vc_min"": 1.4898298072752177e-06}"
one_lag,grouped,2,M3_history_vc_rf,lag1_incidence|VC_norm|VC_lag|VC_change,4,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1166.6232610347047, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03672379923186852, ""vc_min"": 1.4898298072752177e-06}"
one_lag,grouped,2,M3_history_vc_gb,lag1_incidence|VC_norm|VC_lag|VC_change,4,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1166.6232610347047, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03672379923186852, ""vc_min"": 1.4898298072752177e-06}"
one_lag,grouped,2,M4_history_env_compact_vc_rf,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log|VC_norm|VC_lag|VC_change,12,NDWI_mean>NDVI_mean:0.911,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1166.6232610347047, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03672379923186852, ""vc_min"": 1.4898298072752177e-06}"
one_lag,grouped,2,M4_history_env_compact_vc_gb,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log|VC_norm|VC_lag|VC_change,12,NDWI_mean>NDVI_mean:0.911,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1166.6232610347047, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03672379923186852, ""vc_min"": 1.4898298072752177e-06}"
one_lag,grouped,2,M5_history_env_full_rf,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI,21,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1166.6232610347047, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03672379923186852, ""vc_min"": 1.4898298072752177e-06}"
one_lag,grouped,2,M5_history_env_full_gb,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI,21,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1166.6232610347047, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03672379923186852, ""vc_min"": 1.4898298072752177e-06}"
one_lag,grouped,2,M6_history_env_full_vc_rf,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI|VC_norm|VC_lag|VC_change,24,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1166.6232610347047, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03672379923186852, ""vc_min"": 1.4898298072752177e-06}"
one_lag,grouped,2,M6_history_env_full_vc_gb,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI|VC_norm|VC_lag|VC_change,24,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1166.6232610347047, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03672379923186852, ""vc_min"": 1.4898298072752177e-06}"
one_lag,grouped,3,M1_history_rf,lag1_incidence,1,,"{""nd_max"": 0.6915423542901508, ""nd_min"": 0.17344944237352375, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1146.3409507590973, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03599293410086872, ""vc_min"": 1.483631843964178e-06}"
one_lag,grouped,3,M1_history_gb,lag1_incidence,1,,"{""nd_max"": 0.6915423542901508, ""nd_min"": 0.17344944237352375, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1146.3409507590973, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03599293410086872, ""vc_min"": 1.483631843964178e-06}"
one_lag,grouped,3,M2_history_env_compact_rf,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log,9,NDWI_mean>NDVI_mean:0.913,"{""nd_max"": 0.6915423542901508, ""nd_min"": 0.17344944237352375, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1146.3409507590973, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03599293410086872, ""vc_min"": 1.483631843964178e-06}"
one_lag,grouped,3,M2_history_env_compact_gb,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log,9,NDWI_mean>NDVI_mean:0.913,"{""nd_max"": 0.6915423542901508, ""nd_min"": 0.17344944237352375, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1146.3409507590973, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03599293410086872, ""vc_min"": 1.483631843964178e-06}"
one_lag,grouped,3,M3_history_vc_rf,lag1_incidence|VC_norm|VC_lag|VC_change,4,,"{""nd_max"": 0.6915423542901508, ""nd_min"": 0.17344944237352375, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1146.3409507590973, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03599293410086872, ""vc_min"": 1.483631843964178e-06}"
one_lag,grouped,3,M3_history_vc_gb,lag1_incidence|VC_norm|VC_lag|VC_change,4,,"{""nd_max"": 0.6915423542901508, ""nd_min"": 0.17344944237352375, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1146.3409507590973, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03599293410086872, ""vc_min"": 1.483631843964178e-06}"
one_lag,grouped,3,M4_history_env_compact_vc_rf,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log|VC_norm|VC_lag|VC_change,12,NDWI_mean>NDVI_mean:0.913,"{""nd_max"": 0.6915423542901508, ""nd_min"": 0.17344944237352375, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1146.3409507590973, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03599293410086872, ""vc_min"": 1.483631843964178e-06}"
one_lag,grouped,3,M4_history_env_compact_vc_gb,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log|VC_norm|VC_lag|VC_change,12,NDWI_mean>NDVI_mean:0.913,"{""nd_max"": 0.6915423542901508, ""nd_min"": 0.17344944237352375, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1146.3409507590973, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03599293410086872, ""vc_min"": 1.483631843964178e-06}"
one_lag,grouped,3,M5_history_env_full_rf,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI,21,,"{""nd_max"": 0.6915423542901508, ""nd_min"": 0.17344944237352375, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1146.3409507590973, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03599293410086872, ""vc_min"": 1.483631843964178e-06}"
one_lag,grouped,3,M5_history_env_full_gb,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI,21,,"{""nd_max"": 0.6915423542901508, ""nd_min"": 0.17344944237352375, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1146.3409507590973, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03599293410086872, ""vc_min"": 1.483631843964178e-06}"
one_lag,grouped,3,M6_history_env_full_vc_rf,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI|VC_norm|VC_lag|VC_change,24,,"{""nd_max"": 0.6915423542901508, ""nd_min"": 0.17344944237352375, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1146.3409507590973, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03599293410086872, ""vc_min"": 1.483631843964178e-06}"
one_lag,grouped,3,M6_history_env_full_vc_gb,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI|VC_norm|VC_lag|VC_change,24,,"{""nd_max"": 0.6915423542901508, ""nd_min"": 0.17344944237352375, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1146.3409507590973, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03599293410086872, ""vc_min"": 1.483631843964178e-06}"
one_lag,grouped,4,M1_history_rf,lag1_incidence,1,,"{""nd_max"": 0.6741475268749731, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.0772735664215996, ""rain_scale"": 1082.6285705601254, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03717751709150798, ""vc_min"": 1.489867303752184e-06}"
one_lag,grouped,4,M1_history_gb,lag1_incidence,1,,"{""nd_max"": 0.6741475268749731, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.0772735664215996, ""rain_scale"": 1082.6285705601254, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03717751709150798, ""vc_min"": 1.489867303752184e-06}"
one_lag,grouped,4,M2_history_env_compact_rf,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log,9,NDWI_mean>NDVI_mean:0.931,"{""nd_max"": 0.6741475268749731, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.0772735664215996, ""rain_scale"": 1082.6285705601254, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03717751709150798, ""vc_min"": 1.489867303752184e-06}"
one_lag,grouped,4,M2_history_env_compact_gb,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log,9,NDWI_mean>NDVI_mean:0.931,"{""nd_max"": 0.6741475268749731, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.0772735664215996, ""rain_scale"": 1082.6285705601254, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03717751709150798, ""vc_min"": 1.489867303752184e-06}"
one_lag,grouped,4,M3_history_vc_rf,lag1_incidence|VC_norm|VC_lag|VC_change,4,,"{""nd_max"": 0.6741475268749731, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.0772735664215996, ""rain_scale"": 1082.6285705601254, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03717751709150798, ""vc_min"": 1.489867303752184e-06}"
one_lag,grouped,4,M3_history_vc_gb,lag1_incidence|VC_norm|VC_lag|VC_change,4,,"{""nd_max"": 0.6741475268749731, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.0772735664215996, ""rain_scale"": 1082.6285705601254, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03717751709150798, ""vc_min"": 1.489867303752184e-06}"
one_lag,grouped,4,M4_history_env_compact_vc_rf,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log|VC_norm|VC_lag|VC_change,12,NDWI_mean>NDVI_mean:0.931,"{""nd_max"": 0.6741475268749731, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.0772735664215996, ""rain_scale"": 1082.6285705601254, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03717751709150798, ""vc_min"": 1.489867303752184e-06}"
one_lag,grouped,4,M4_history_env_compact_vc_gb,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log|VC_norm|VC_lag|VC_change,12,NDWI_mean>NDVI_mean:0.931,"{""nd_max"": 0.6741475268749731, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.0772735664215996, ""rain_scale"": 1082.6285705601254, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03717751709150798, ""vc_min"": 1.489867303752184e-06}"
one_lag,grouped,4,M5_history_env_full_rf,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI,21,,"{""nd_max"": 0.6741475268749731, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.0772735664215996, ""rain_scale"": 1082.6285705601254, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03717751709150798, ""vc_min"": 1.489867303752184e-06}"
one_lag,grouped,4,M5_history_env_full_gb,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI,21,,"{""nd_max"": 0.6741475268749731, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.0772735664215996, ""rain_scale"": 1082.6285705601254, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03717751709150798, ""vc_min"": 1.489867303752184e-06}"
one_lag,grouped,4,M6_history_env_full_vc_rf,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI|VC_norm|VC_lag|VC_change,24,,"{""nd_max"": 0.6741475268749731, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.0772735664215996, ""rain_scale"": 1082.6285705601254, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03717751709150798, ""vc_min"": 1.489867303752184e-06}"
one_lag,grouped,4,M6_history_env_full_vc_gb,lag1_incidence|Temp_mean|Temp_std|Temp_min|Temp_max|NDVI_mean|NDVI_std|NDWI_mean|NDWI_std|Rainfall_total|Rainfall_mean|Rainfall_std|Rainfall_max|Wet_months|Population_density|Rainfall_log|Population_log|Temp_sq|Rainfall_sq|Temp_Rain|NDVI_NDWI|VC_norm|VC_lag|VC_change,24,,"{""nd_max"": 0.6741475268749731, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.0772735664215996, ""rain_scale"": 1082.6285705601254, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03717751709150798, ""vc_min"": 1.489867303752184e-06}"
one_lag,grouped,5,M1_history_rf,lag1_incidence,1,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1120.9942153235288, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03509668667198029, ""vc_min"": 1.4898533851029773e-06}"
one_lag,grouped,5,M1_history_gb,lag1_incidence,1,,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1120.9942153235288, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03509668667198029, ""vc_min"": 1.4898533851029773e-06}"
one_lag,grouped,5,M2_history_env_compact_rf,lag1_incidence|Temp_mean|Temp_std|NDVI_mean|NDVI_std|Rainfall_total|Rainfall_std|Wet_months|Population_log,9,NDWI_mean>NDVI_mean:0.968,"{""nd_max"": 0.6749916659612759, ""nd_min"": 0.12157618972693873, ""pop_max"": 1.86842308368577, ""pop_min"": 0.052862868728733255, ""rain_scale"": 1120.9942153235288, ""t_opt"": 25.0, ""t_sigma"": 5.0, ""vc_max"": 0.03509668667198029, ""vc_min"": 1.4898533851029773e-06}"
